"__fastGreedyCluster","Description","Enzyme.Names","GO.IDs","id","InterPro.GO.Names","InterPro.IDs","name","selected","shared name","species"
"35","galactoside-binding lectin","","F:GO:0030246","g8806.pdb","F:carbohydrate binding","G3DSA:2.60.120.200 (GENE3D); G3DSA:2.60.120.200 (GENE3D); IPR001079 (PFAM); IPR044156 (PANTHER); PTHR11346:SF96 (PANTHER); IPR001079 (PROSITE_PROFILES); IPR001079 (PROSITE_PROFILES); IPR001079 (CDD); IPR001079 (CDD); IPR013320 (SUPERFAMILY); IPR013320 (SUPERFAMILY)","g8806.pdb","false","g8806.pdb","Mchit"
"5","unnamed protein product","","","g8780.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g8780.pdb","false","g8780.pdb","Mchit"
"3","hypothetical protein Mgra_00004013","","C:GO:0016020; C:GO:0016021","g8732.pdb","no IPS match","no IPS match","g8732.pdb","false","g8732.pdb","Mchit"
"36","CRE-TTR-40 protein","","C:GO:0005576; C:GO:0009986","g8705.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PANTHER); PTHR21700:SF3 (PANTHER)","g8705.pdb","false","g8705.pdb","Mchit"
"10","Pept_C1 domain-containing protein","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0008234","g8704.pdb","P:proteolysis; F:cysteine-type peptidase activity","IPR000668 (PRINTS); IPR000668 (PFAM); G3DSA:3.90.70.10 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR12411 (PANTHER); PTHR12411:SF737 (PANTHER); cd02620 (CDD); IPR038765 (SUPERFAMILY)","g8704.pdb","false","g8704.pdb","Mchit"
"26","Carboxylic ester hydrolase","Carboxylesterase","F:GO:0052689","g8702.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559:SF354 (PANTHER); PTHR11559 (PANTHER); IPR029058 (SUPERFAMILY)","g8702.pdb","false","g8702.pdb","Mchit"
"26","Carboxylic ester hydrolase","Carboxylesterase","F:GO:0052689","g8692.pdb","no GO terms","IPR002018 (PFAM); IPR029058 (G3DSA:3.40.50.GENE3D); PTHR11559:SF354 (PANTHER); PTHR11559 (PANTHER); IPR029058 (SUPERFAMILY)","g8692.pdb","false","g8692.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8685.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); G3DSA:1.10.510.10 (GENE3D); PTHR44167 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8685.pdb","false","g8685.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8681.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); G3DSA:3.30.200.20 (GENE3D); PTHR44167 (PANTHER); PTHR44167:SF1 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8681.pdb","false","g8681.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8680.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:3.30.200.20 (GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); PTHR44167 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8680.pdb","false","g8680.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672","g8679.pdb","P:protein phosphorylation; F:protein kinase activity","G3DSA:1.10.510.10 (GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR001245 (PFAM); PTHR44305 (PANTHER); PTHR44305:SF12 (PANTHER); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8679.pdb","false","g8679.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8677.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); PTHR11042 (PANTHER); PTHR11042:SF99 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8677.pdb","false","g8677.pdb","Mchit"
"7","---NA---","","","g8672.pdb","no GO terms","mobidb-lite (MOBIDB_LITE)","g8672.pdb","false","g8672.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8664.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); PTHR44167:SF1 (PANTHER); PTHR44167 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8664.pdb","false","g8664.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8662.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); PTHR44167:SF1 (PANTHER); PTHR44167 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8662.pdb","false","g8662.pdb","Mchit"
"4","hypothetical protein","","","g8641.pdb","no IPS match","no IPS match","g8641.pdb","false","g8641.pdb","Mchit"
"7","hypothetical protein Mgra_00007929","","","g8635.pdb","no GO terms","mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","g8635.pdb","false","g8635.pdb","Mchit"
"3","CBN-ILYS-5 protein","Hydrolases","P:GO:0042742; F:GO:0003796","g8618.pdb","F:lysozyme activity","G3DSA:1.10.530.10 (GENE3D); IPR008597 (PFAM); IPR008597 (PANTHER); PTHR11195:SF13 (PANTHER); IPR008597 (PROSITE_PROFILES); IPR023346 (SUPERFAMILY)","g8618.pdb","false","g8618.pdb","Mchit"
"3","Destabilase family and Lysozyme-like domain-containing protein","Lysozyme","P:GO:0008152; P:GO:0019835; P:GO:0042742; F:GO:0003796","g8616.pdb","F:lysozyme activity","G3DSA:1.10.530.10 (GENE3D); IPR008597 (PFAM); PTHR11195:SF13 (PANTHER); IPR008597 (PANTHER); IPR008597 (PROSITE_PROFILES); IPR023346 (SUPERFAMILY)","g8616.pdb","false","g8616.pdb","Mchit"
"3","CRE-ILYS-5 protein","Hydrolases","P:GO:0042742; F:GO:0003796","g8613.pdb","F:lysozyme activity","G3DSA:1.10.530.10 (GENE3D); IPR008597 (PFAM); IPR008597 (PANTHER); PTHR11195:SF13 (PANTHER); IPR008597 (PROSITE_PROFILES); IPR023346 (SUPERFAMILY)","g8613.pdb","false","g8613.pdb","Mchit"
"37","putative effector protein","","P:GO:0016310; F:GO:0016301","g8598.pdb","no IPS match","no IPS match","g8598.pdb","false","g8598.pdb","Mchit"
"31","Zinc metalloproteinase nas-12","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0004222; F:GO:0008270","g8595.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity","IPR001506 (PRINTS); IPR024079 (G3DSA:3.40.390.GENE3D); IPR001506 (PFAM); G3DSA:1.10.10.1940 (GENE3D); IPR003582 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR10127:SF852 (PANTHER); PTHR10127 (PANTHER); IPR003582 (PROSITE_PROFILES); IPR001506 (PROSITE_PROFILES); IPR034035 (CDD); SSF55486 (SUPERFAMILY)","g8595.pdb","false","g8595.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8594.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); PTHR44167 (PANTHER); PTHR44167:SF1 (PANTHER); IPR000719 (PROSITE_PROFILES); IPR011009 (SUPERFAMILY)","g8594.pdb","false","g8594.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8590.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","G3DSA:1.10.510.10 (GENE3D); IPR000719 (PFAM); G3DSA:3.30.200.20 (GENE3D); mobidb-lite (MOBIDB_LITE); PTHR43289 (PANTHER); PTHR43289:SF6 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8590.pdb","false","g8590.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8587.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); G3DSA:3.30.200.20 (GENE3D); PTHR44329 (PANTHER); PTHR44329:SF153 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8587.pdb","false","g8587.pdb","Mchit"
"21","Protein kinase domain-containing protein","","P:GO:0006468; F:GO:0004672; F:GO:0005524","g8581.pdb","P:protein phosphorylation; F:protein kinase activity; F:ATP binding","IPR000719 (PFAM); G3DSA:1.10.510.10 (GENE3D); G3DSA:3.30.200.20 (GENE3D); PTHR43289:SF6 (PANTHER); PTHR43289 (PANTHER); IPR000719 (PROSITE_PROFILES); cd00180 (CDD); IPR011009 (SUPERFAMILY)","g8581.pdb","false","g8581.pdb","Mchit"
"36","Transthyretin-like family protein","","P:GO:0009987; P:GO:0015031; C:GO:0005794; C:GO:0009986; C:GO:0030117; C:GO:0030663","g856.pdb","C:cell surface","IPR001534 (PFAM); IPR038479 (G3DSA:2.60.40.GENE3D); IPR001534 (PANTHER); PTHR21700:SF12 (PANTHER)","g856.pdb","false","g856.pdb","Mchit"
"2","hypothetical protein Mgra_00002829, partial","","","g8552.pdb","no IPS match","no IPS match","g8552.pdb","false","g8552.pdb","Mchit"
"24","Ligand-Gated ion Channel","Translocases","P:GO:0007165; P:GO:0007214; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004890; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0043005; C:GO:0045202","g8550.pdb","P:ion transport; P:chloride transport; P:gamma-aminobutyric acid signaling pathway; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:GABA-A receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR005437 (PRINTS); IPR006028 (PRINTS); IPR006201 (PRINTS); IPR006202 (PFAM); IPR006201 (TIGRFAM); IPR006029 (PFAM); IPR036734 (G3DSA:2.70.170.GENE3D); G3DSA:1.20.58.390 (GENE3D); mobidb-lite (MOBIDB_LITE); IPR006201 (PANTHER); PTHR18945:SF856 (PANTHER); cd19049 (CDD); IPR036734 (SUPERFAMILY); IPR036719 (SUPERFAMILY)","g8550.pdb","false","g8550.pdb","Mchit"
"5","unnamed protein product","","C:GO:0016020","g8530.pdb","no IPS match","no IPS match","g8530.pdb","false","g8530.pdb","Mchit"
"24","Ligand-Gated ion Channel","Translocases","P:GO:0007165; P:GO:0007268; P:GO:0042391; P:GO:0050877; P:GO:1902476; F:GO:0004888; F:GO:0005230; F:GO:0005254; F:GO:0030594; C:GO:0005887; C:GO:0043005; C:GO:0045202","g8525.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006201 (PRINTS); IPR006028 (PRINTS); IPR036734 (G3DSA:2.70.170.GENE3D); G3DSA:1.20.58.390 (GENE3D); IPR006202 (PFAM); IPR006201 (TIGRFAM); IPR006029 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18945:SF467 (PANTHER); IPR006201 (PANTHER); cd18987 (CDD); cd19049 (CDD); IPR036734 (SUPERFAMILY); IPR036719 (SUPERFAMILY)","g8525.pdb","false","g8525.pdb","Mchit"
"27","Sulfhydryl oxidase","Thiol oxidase","F:GO:0016971; C:GO:0110165","g8522.pdb","F:flavin-linked sulfhydryl oxidase activity; F:thiol oxidase activity","IPR036774 (G3DSA:1.20.120.GENE3D); IPR017905 (PFAM); IPR013766 (PFAM); IPR042568 (G3DSA:1.20.120.GENE3D); G3DSA:3.40.30.10 (GENE3D); PTHR22897:SF20 (PANTHER); IPR039798 (PANTHER); IPR013766 (PROSITE_PROFILES); IPR017905 (PROSITE_PROFILES); IPR036774 (SUPERFAMILY); IPR036249 (SUPERFAMILY)","g8522.pdb","false","g8522.pdb","Mchit"
"38","GILT-like protein F37H8.5","Acting on a sulfur group of donors","F:GO:0016671; C:GO:0016021","g8485.pdb","F:oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","IPR004911 (PFAM); PTHR13234:SF15 (PANTHER); IPR004911 (PANTHER)","g8485.pdb","false","g8485.pdb","Mchit"
"39","Putative phospholipase B-like 2","Acting on peptide bonds (peptidases); Acting on ester bonds","P:GO:0006281; P:GO:0009395; F:GO:0004620; F:GO:0008234; F:GO:0097159; F:GO:1901363; C:GO:0005576","g8481.pdb","F:phospholipase activity","G3DSA:3.60.60.30 (GENE3D); IPR007000 (PFAM); IPR007000 (PANTHER); IPR007000 (PANTHER); PTHR12370:SF7 (PANTHER)","g8481.pdb","false","g8481.pdb","Mchit"
"40","Warthog protein 5","","P:GO:0007275","g847.pdb","P:multicellular organism development","IPR031131 (PTHR46706:PANTHER); PTHR46706 (PANTHER); IPR031131 (PTHR46706:PANTHER); PTHR46706 (PANTHER)","g847.pdb","false","g847.pdb","Mchit"
"30","FMRFamide-related peptide-like family-containing protein","","C:GO:0016021","g8470.pdb","no GO terms","PTHR20986:SF14 (PANTHER); PTHR20986:SF14 (PANTHER); PTHR20986 (PANTHER)","g8470.pdb","false","g8470.pdb","Mchit"
"11","ground-like domain protein","","C:GO:0016020; C:GO:0016021","g842.pdb","no GO terms","PTHR23261 (PANTHER); PTHR23261:SF70 (PANTHER)","g842.pdb","false","g842.pdb","Mchit"
"41","Palmitoyl-protein thioesterase 1","Palmitoyl-protein hydrolase","P:GO:0002084; P:GO:0006898; P:GO:0007005; P:GO:0009791; P:GO:0018991; P:GO:0044257; F:GO:0008474; C:GO:0005764","g8390.pdb","P:protein depalmitoylation; F:palmitoyl-(protein) hydrolase activity; F:palmitoyl hydrolase activity","IPR002472 (PRINTS); IPR029058 (G3DSA:3.40.50.GENE3D); PF02089 (PFAM); IPR030294 (PTHR11247:PANTHER); PTHR11247 (PANTHER); IPR029058 (SUPERFAMILY)","g8390.pdb","false","g8390.pdb","Mchit"
"42","DUF19 domain-containing protein","","F:GO:0005509","g8387.pdb","no GO terms","IPR002542 (PFAM); PTHR37431 (PANTHER)","g8387.pdb","false","g8387.pdb","Mchit"
"2","proline-rich transmembrane protein 1","Hydrolases","F:GO:0016787","g8382.pdb","no IPS match","no IPS match","g8382.pdb","false","g8382.pdb","Mchit"
"43","O-glycosyl hydrolase family 30 protein","Glucosylceramidase","P:GO:0006665; F:GO:0004348","g8362.pdb","P:sphingolipid metabolic process; F:glucosylceramidase activity","IPR001139 (PRINTS); G3DSA:3.20.20.80 (GENE3D); IPR033453 (PFAM); IPR033452 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR001139 (PANTHER); IPR017853 (SUPERFAMILY)","g8362.pdb","false","g8362.pdb","Mchit"
"24","Protein CBR-LGC-26","Hydroxymethylglutaryl-CoA lyase; Translocases","P:GO:0007154; P:GO:0023052; P:GO:0034220; P:GO:0042391; F:GO:0004419; F:GO:0004888; F:GO:0005230; C:GO:0016021","g834.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; C:integral component of membrane","IPR006202 (PFAM); G3DSA:1.20.58.390 (GENE3D); IPR036734 (G3DSA:2.70.170.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR18945:SF475 (PANTHER); IPR006201 (PANTHER); cd18989 (CDD); IPR036734 (SUPERFAMILY)","g834.pdb","false","g834.pdb","Mchit"
"6","unnamed protein product","","","g8298.pdb","no IPS match","no IPS match","g8298.pdb","false","g8298.pdb","Mchit"
"11","hypothetical protein Mgra_00005072","","","g8273.pdb","no GO terms","PS51257 (PROSITE_PROFILES)","g8273.pdb","false","g8273.pdb","Mchit"
"11","hypothetical protein Mgra_00005074","","","g8272.pdb","no IPS match","no IPS match","g8272.pdb","false","g8272.pdb","Mchit"
"3","hypothetical protein Mgra_00005075","","","g8271.pdb","no IPS match","no IPS match","g8271.pdb","false","g8271.pdb","Mchit"
"4","hypothetical protein Mgra_00005088","","","g8256.pdb","no IPS match","no IPS match","g8256.pdb","false","g8256.pdb","Mchit"
"5","hypothetical protein Mgra_00003413","","","g8230.pdb","no IPS match","no IPS match","g8230.pdb","false","g8230.pdb","Mchit"
"15","VWFA domain-containing protein","","C:GO:0110165","g818.pdb","no GO terms","IPR036465 (G3DSA:3.40.50.GENE3D); IPR002035 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR22588 (PANTHER); IPR002035 (PROSITE_PROFILES); IPR036465 (SUPERFAMILY)","g818.pdb","false","g818.pdb","Mchit"
"24","nicotinic acetylcholine receptor beta-1 chain precursor, putative","Translocases","P:GO:0006937; P:GO:0007274; P:GO:0014057; P:GO:0034220; P:GO:0043051; P:GO:0046662; P:GO:0060079; P:GO:0090326; F:GO:0004888; F:GO:0022848; C:GO:0016021; C:GO:0043005; C:GO:0043025; C:GO:0045211","g8177.pdb","P:ion transport; P:ion transmembrane transport; F:transmembrane signaling receptor activity; F:ion channel activity; F:extracellular ligand-gated ion channel activity; F:acetylcholine-gated cation-selective channel activity; C:integral component of membrane; C:postsynaptic membrane","IPR006201 (PRINTS); IPR002394 (PRINTS); G3DSA:1.20.58.390 (GENE3D); IPR006202 (PFAM); IPR006029 (PFAM); IPR006201 (TIGRFAM); G3DSA:1.20.58.390 (GENE3D); IPR036734 (G3DSA:2.70.170.GENE3D); PTHR18945:SF471 (PANTHER); IPR006201 (PANTHER); cd19064 (CDD); IPR036719 (SUPERFAMILY); IPR036734 (SUPERFAMILY)","g8177.pdb","false","g8177.pdb","Mchit"
"44","leucine Rich repeat-containing domain protein","","P:GO:0050775; P:GO:0070593; P:GO:0070983; P:GO:1903859; F:GO:0002020; C:GO:0016021; C:GO:0032590","g8167.pdb","F:protein binding","PR00019 (PRINTS); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); PTHR45617:SF96 (PANTHER); PTHR45617 (PANTHER); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY)","g8167.pdb","false","g8167.pdb","Mchit"
"44","eLRR (extracellular Leucine-Rich Repeat) ONly","","F:GO:0005515; C:GO:0016021","g8162.pdb","F:protein binding","IPR032675 (G3DSA:3.80.10.GENE3D); IPR032675 (G3DSA:3.80.10.GENE3D); IPR001611 (PFAM); IPR032675 (G3DSA:3.80.10.GENE3D); PTHR45617 (PANTHER); PTHR45617:SF79 (PANTHER); IPR001611 (PROSITE_PROFILES); SSF52058 (SUPERFAMILY)","g8162.pdb","false","g8162.pdb","Mchit"
"31","ZnMc domain-containing protein","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0004222; F:GO:0008270","g815.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity","IPR001506 (PRINTS); IPR024079 (G3DSA:3.40.390.GENE3D); IPR001506 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR10127 (PANTHER); PTHR10127:SF815 (PANTHER); IPR003582 (PROSITE_PROFILES); IPR001506 (PROSITE_PROFILES); SSF55486 (SUPERFAMILY)","g815.pdb","false","g815.pdb","Mchit"
"45","Glycoside hydrolase domain containing protein","Alpha,alpha-trehalase","P:GO:0005991; F:GO:0004555; C:GO:0016020","g8157.pdb","P:carbohydrate metabolic process; P:trehalose metabolic process; F:alpha,alpha-trehalase activity","IPR001661 (PRINTS); IPR001661 (PFAM); IPR012341 (G3DSA:1.50.10.GENE3D); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR23403:SF1 (PANTHER); IPR001661 (PANTHER); IPR008928 (SUPERFAMILY)","g8157.pdb","false","g8157.pdb","Mchit"
"31","Astacin-like metalloendopeptidase","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0004222; F:GO:0008270","g814.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity","IPR001506 (PRINTS); IPR001506 (PFAM); IPR024079 (G3DSA:3.40.390.GENE3D); PTHR10127 (PANTHER); PTHR10127:SF815 (PANTHER); IPR003582 (PROSITE_PROFILES); IPR001506 (PROSITE_PROFILES); IPR034035 (CDD); SSF55486 (SUPERFAMILY)","g814.pdb","false","g814.pdb","Mchit"
"11","unnamed protein product","","C:GO:0016020","g8110.pdb","no IPS match","no IPS match","g8110.pdb","false","g8110.pdb","Mchit"
"7","unnamed protein product","","","g8105.pdb","no IPS match","no IPS match","g8105.pdb","false","g8105.pdb","Mchit"
"46","Hypothetical 66.9 kDa protein R07B1.8 in chromosome X","","C:GO:0016020; C:GO:0016021","g8099.pdb","no IPS match","no IPS match","g8099.pdb","false","g8099.pdb","Mchit"
"14","Protein CBG29112","","C:GO:0005892","g8074.pdb","C:acetylcholine-gated channel complex","IPR033438 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); PTHR33748:SF6 (PANTHER); PTHR33748 (PANTHER)","g8074.pdb","false","g8074.pdb","Mchit"
"7","hypothetical protein Mgra_00003479","","","g806.pdb","no IPS match","no IPS match","g806.pdb","false","g806.pdb","Mchit"
"3","---NA---","","","g8068.pdb","no IPS match","no IPS match","g8068.pdb","false","g8068.pdb","Mchit"
"4","unnamed protein product","","","g805.pdb","no IPS match","no IPS match","g805.pdb","false","g805.pdb","Mchit"
"47","glycosyl hydrolase family 47","Mannosyl-oligosaccharide 1,2-alpha-mannosidase; Alpha-mannosidase; Ligases","P:GO:0005975; P:GO:1904380; P:GO:1904382; F:GO:0000166; F:GO:0004571; F:GO:0005509; F:GO:0016874; C:GO:0016020; C:GO:0044322","g8054.pdb","P:carbohydrate metabolic process; P:endoplasmic reticulum mannose trimming; P:mannose trimming involved in glycoprotein ERAD pathway; F:mannosyl-oligosaccharide 1,2-alpha-mannosidase activity; F:calcium ion binding; C:membrane","IPR001382 (PRINTS); IPR012341 (G3DSA:1.50.10.GENE3D); IPR001382 (PFAM); IPR044674 (PANTHER); PTHR45679:SF6 (PANTHER); IPR036026 (SUPERFAMILY)","g8054.pdb","false","g8054.pdb","Mchit"
"19","ZnMc domain-containing protein","Acting on peptide bonds (peptidases)","P:GO:0006508; F:GO:0004222; F:GO:0008270; C:GO:0005789; C:GO:0016021; C:GO:0031012","g8043.pdb","P:proteolysis; F:metalloendopeptidase activity; F:metallopeptidase activity; F:zinc ion binding; C:extracellular matrix","IPR021190 (PRINTS); IPR001818 (PFAM); IPR024079 (G3DSA:3.40.390.GENE3D); PTHR10201 (PANTHER); SSF55486 (SUPERFAMILY)","g8043.pdb","false","g8043.pdb","Mchit"
