Gpal_ID	Uniprot_ID	Protein Name	 Gene Name	 Wormbase ref	Spec_A	Spec_B
Gpal_D383_g00043	Q9U3C2	Uncharacterized protein	CELE_K03H1.9 K03H1.9	K03H1.9;	Gpal	Cele
Gpal_D383_g00043	Q9XU31	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-36 CELE_F14F8.7 F14F8.7	F14F8.7;	Gpal	Cele
Gpal_D383_g00061	A0A0K3ARQ1	Uncharacterized protein	B0348.10 CELE_B0348.10	B0348.10;	Gpal	Cele
Gpal_D383_g00061	A0A0K3AUZ8	Uncharacterized protein	C06A12.19 CELE_C06A12.19	C06A12.19;	Gpal	Cele
Gpal_D383_g00061	A0A0K3AXB5	Uncharacterized protein	CELE_ZK353.10 ZK353.10	ZK353.10b;	Gpal	Cele
Gpal_D383_g00061	A0A2C9C2I3	Col_cuticle_N domain-containing protein	CELE_F53G12.18 F53G12.18	F53G12.18;	Gpal	Cele
Gpal_D383_g00061	A0A2C9C2M9	Uncharacterized protein	C35E7.12 CELE_C35E7.12	C35E7.12;	Gpal	Cele
Gpal_D383_g00061	A0A2C9C2Z9	Uncharacterized protein	CELE_F28B12.1 F28B12.1	F28B12.1b;	Gpal	Cele
Gpal_D383_g00061	A0A2C9C3C8	Uncharacterized protein	CELE_EGAP1.5 EGAP1.5	EGAP1.5b;	Gpal	Cele
Gpal_D383_g00061	A0A2C9C3F7	Uncharacterized protein	CELE_T28C12.15 T28C12.15	T28C12.15;	Gpal	Cele
Gpal_D383_g00061	A0A2K5ATP2	Uncharacterized protein	CELE_F45H11.11 F45H11.11	F45H11.11;	Gpal	Cele
Gpal_D383_g00061	A0A2K5ATY6	Nematode Specific Peptide family, group A	C04C11.25 CELE_C04C11.25	C04C11.25;	Gpal	Cele
Gpal_D383_g00061	A0A2K5AU18	Uncharacterized protein	CELE_M02E1.4 M02E1.4	M02E1.4;	Gpal	Cele
Gpal_D383_g00061	A0A2X0RCX2	Uncharacterized protein	CELE_Y71H2AM.29 Y71H2AM.29	Y71H2AM.29;	Gpal	Cele
Gpal_D383_g00061	A0A3B1E3W8	Uncharacterized protein	C37E2.10 CELE_C37E2.10	C37E2.10;	Gpal	Cele
Gpal_D383_g00061	A0A3B1E4U6	Uncharacterized protein	CELE_Y49F6A.11 Y49F6A.11	Y49F6A.11;	Gpal	Cele
Gpal_D383_g00061	A0A3B1E9Z0	Uncharacterized protein	CELE_ZK177.12 ZK177.12	ZK177.12;	Gpal	Cele
Gpal_D383_g00061	A0A4V0IK30	Uncharacterized protein	C31E10.11 CELE_C31E10.11	C31E10.11;	Gpal	Cele
Gpal_D383_g00061	A0A5E4LZE3	Uncharacterized protein	CELE_Y7A5A.25 Y7A5A.25	Y7A5A.25;	Gpal	Cele
Gpal_D383_g00061	A0A5S9MMR3	Uncharacterized protein	CELE_Y80D4G.2 Y80D4G.2	Y80D4G.2;	Gpal	Cele
Gpal_D383_g00061	A0A679L8U2	F-box domain-containing protein	CELE_CTEL54X.2 cTel54X.2	cTel54X.2;	Gpal	Cele
Gpal_D383_g00061	A1EHR1	Uncharacterized protein	CELE_T28C6.10 T28C6.10	T28C6.10;	Gpal	Cele
Gpal_D383_g00061	A1IMB7	MARVEL domain-containing protein	CELE_Y110A7A.21 Y110A7A.21	Y110A7A.21;	Gpal	Cele
Gpal_D383_g00061	A2V8C7	Uncharacterized protein	CELE_T07A9.15 T07A9.15	T07A9.15;	Gpal	Cele
Gpal_D383_g00061	A3FPK5	Uncharacterized protein	CELE_F46C3.6 F46C3.6	F46C3.6;	Gpal	Cele
Gpal_D383_g00061	A5JYW4	Uncharacterized protein	C25F9.12 CELE_C25F9.12	C25F9.12;	Gpal	Cele
Gpal_D383_g00061	A5JYW8	Uncharacterized protein	CELE_D1086.19 D1086.19	D1086.19;	Gpal	Cele
Gpal_D383_g00061	A8WHN2	Uncharacterized protein	C05G5.7 CELE_C05G5.7	C05G5.7;	Gpal	Cele
Gpal_D383_g00061	B3WFT6	Uncharacterized protein	CELE_F12A10.1 F12A10.1	F12A10.1;	Gpal	Cele
Gpal_D383_g00061	B3WFX2	Uncharacterized protein	CELE_F25H5.10 F25H5.10	F25H5.10;	Gpal	Cele
Gpal_D383_g00061	C0Z3L9	Uncharacterized protein	CELE_Y105C5A.1268 Y105C5A.1268	Y105C5A.1268;	Gpal	Cele
Gpal_D383_g00061	C1P646	Uncharacterized protein	C45B11.9 CELE_C45B11.9	C45B11.9;	Gpal	Cele
Gpal_D383_g00061	C5VUJ6	Uncharacterized protein	CELE_Y64G10A.10 Y64G10A.10	Y64G10A.10a;	Gpal	Cele
Gpal_D383_g00061	C5VUJ7	Uncharacterized protein	CELE_Y105C5A.1269 Y105C5A.1269	Y105C5A.1269;	Gpal	Cele
Gpal_D383_g00061	C6KRN7	Uncharacterized protein	CELE_T05F1.15 T05F1.15	T05F1.15;	Gpal	Cele
Gpal_D383_g00061	C6S3M1	Uncharacterized protein	CELE_Y38H6C.24 Y38H6C.24	Y38H6C.24;	Gpal	Cele
Gpal_D383_g00061	C7FZT4	Uncharacterized protein	C32E8.12 CELE_C32E8.12	C32E8.12;	Gpal	Cele
Gpal_D383_g00061	C7IVQ9	Uncharacterized protein	CELE_F19B10.13 F19B10.13	F19B10.13;	Gpal	Cele
Gpal_D383_g00061	C7IVR8	Uncharacterized protein	CELE_H05C05.4 H05C05.4	H05C05.4;	Gpal	Cele
Gpal_D383_g00061	C9IY32	Essential MCU regulator, mitochondrial	C52E4.12 CELE_C52E4.12	C52E4.12;	Gpal	Cele
Gpal_D383_g00061	D0FY30	Nematode Specific Peptide family, group A	nspa-9 C40H5.1 CELE_C40H5.1	C40H5.1;	Gpal	Cele
Gpal_D383_g00061	D2Y8W4	Uncharacterized protein	C01B9.4 CELE_C01B9.4	C01B9.4;	Gpal	Cele
Gpal_D383_g00061	D3KZG6	Uncharacterized protein	CELE_Y37E11AL.12 Y37E11AL.12	Y37E11AL.12;	Gpal	Cele
Gpal_D383_g00061	D3NQ91	Uncharacterized protein	CELE_T25B2.4 T25B2.4	T25B2.4;	Gpal	Cele
Gpal_D383_g00061	D4YW55	Uncharacterized protein	CELE_T22D1.18 T22D1.18	T22D1.18;	Gpal	Cele
Gpal_D383_g00061	D7SFL8	Uncharacterized protein	CELE_ZK666.15 ZK666.15	ZK666.15;	Gpal	Cele
Gpal_D383_g00061	D7SFM0	Uncharacterized protein	CELE_F54D5.17 F54D5.17	F54D5.17;	Gpal	Cele
Gpal_D383_g00061	D7SFQ0	Uncharacterized protein	CELE_F26F2.11 F26F2.11	F26F2.11a;	Gpal	Cele
Gpal_D383_g00061	E0R7K2	Uncharacterized protein	CELE_Y113G7B.27 Y113G7B.27	Y113G7B.27a;	Gpal	Cele
Gpal_D383_g00061	E6N0U6	Uncharacterized protein	CELE_K10G6.9 K10G6.9	K10G6.9;	Gpal	Cele
Gpal_D383_g00061	E9P873	Uncharacterized protein	C32C4.16 CELE_C32C4.16	C32C4.16;	Gpal	Cele
Gpal_D383_g00061	E9P894	Uncharacterized protein	CELE_F14F7.7 F14F7.7	F14F7.7;	Gpal	Cele
Gpal_D383_g00061	F3Y5P1	Uncharacterized protein	CELE_Y22F5A.11 Y22F5A.11	Y22F5A.11;	Gpal	Cele
Gpal_D383_g00061	F5GUF3	Uncharacterized protein	CELE_F09C6.11 F09C6.11	F09C6.11a;	Gpal	Cele
Gpal_D383_g00061	F9UKU3	Uncharacterized protein	CELE_Y51A2B.16 Y51A2B.16	Y51A2B.16;	Gpal	Cele
Gpal_D383_g00061	G1K0U8	Uncharacterized protein	CELE_T24H7.8 T24H7.8	T24H7.8;	Gpal	Cele
Gpal_D383_g00061	G1K0Z8	Holin	C06H5.11 CELE_C06H5.11	C06H5.11;	Gpal	Cele
Gpal_D383_g00061	G3MTX9	Uncharacterized protein	CELE_R03D7.15 R03D7.15	R03D7.15;	Gpal	Cele
Gpal_D383_g00061	G3MU55	Uncharacterized protein	CELE_F53E4.2 F53E4.2	F53E4.2;	Gpal	Cele
Gpal_D383_g00061	G3MU63	Uncharacterized protein	CELE_F11A6.15 F11A6.15	F11A6.15a;	Gpal	Cele
Gpal_D383_g00061	G5EC79	Nematode Specific Peptide family, group A	nspa-7 nspa-6 CELE_H12D21.14 CELE_H12D21.15 H12D21.14 H12D21.15	H12D21.14;H12D21.15;	Gpal	Cele
Gpal_D383_g00061	G5ECL9	GST N-terminal domain-containing protein	CELE_F56A4.4 CELE_Y45G12C.3 F56A4.4 Y45G12C.3	F56A4.4;Y45G12C.3;	Gpal	Cele
Gpal_D383_g00061	G5ED71	Spermiogenesis protein SPE-29	spe-29 CELE_F25H8.7 F25H8.7	F25H8.7;	Gpal	Cele
Gpal_D383_g00061	G5EDC8	Uncharacterized protein	CELE_Y19D2B.2 Y19D2B.2	Y19D2B.2;	Gpal	Cele
Gpal_D383_g00061	G5EDJ8	Nematode Specific Peptide family, group A	nspa-2 nspa-1 nspa-3 CELE_H12D21.1 CELE_H12D21.12 CELE_ZC412.7 H12D21.1 H12D21.12 ZC412.7	H12D21.1;H12D21.12;ZC412.7;	Gpal	Cele
Gpal_D383_g00061	G5EDP8	Nematode Specific Peptide family, group A	nspa-5 nspa-4 CELE_H12D21.13 CELE_ZC412.6 H12D21.13 ZC412.6	H12D21.13;ZC412.6;	Gpal	Cele
Gpal_D383_g00061	G5EEN9	Serpentine Receptor, class M	CELE_ZC262.11 ZC262.11	ZC262.11;	Gpal	Cele
Gpal_D383_g00061	G5EFZ8	Uncharacterized protein	CELE_M03C11.9 M03C11.9	M03C11.9;	Gpal	Cele
Gpal_D383_g00061	H1UBJ5	Uncharacterized protein	CELE_Y47D3A.32 Y47D3A.32	Y47D3A.32d;	Gpal	Cele
Gpal_D383_g00061	H1ZUV9	Uncharacterized protein	CELE_F31E3.12 F31E3.12	F31E3.12;	Gpal	Cele
Gpal_D383_g00061	H2KYL5	Uncharacterized protein	CELE_F22F4.4 F22F4.4	F22F4.4;	Gpal	Cele
Gpal_D383_g00061	H2KYU1	Uncharacterized protein	C17C3.24 CELE_C17C3.24	C17C3.24;	Gpal	Cele
Gpal_D383_g00061	H2L270	Uncharacterized protein	C01G12.16 CELE_C01G12.16	C01G12.16;	Gpal	Cele
Gpal_D383_g00061	H2L277	Uncharacterized protein	CELE_T05C12.15 T05C12.15	T05C12.15;	Gpal	Cele
Gpal_D383_g00061	H2L279	Uncharacterized protein	CELE_R09A8.9 R09A8.9	R09A8.9;	Gpal	Cele
Gpal_D383_g00061	H2L2D8	Uncharacterized protein	CELE_F43G9.21 F43G9.21	F43G9.21;	Gpal	Cele
Gpal_D383_g00061	H2L2H9	Uncharacterized protein	CELE_F26F2.13 F26F2.13	F26F2.13;	Gpal	Cele
Gpal_D383_g00061	H8ESF2	Uncharacterized protein	CELE_Y7A5A.20 Y7A5A.20	Y7A5A.20;	Gpal	Cele
Gpal_D383_g00061	H9G2S1	Uncharacterized protein	CELE_D1046.18 D1046.18	D1046.18;	Gpal	Cele
Gpal_D383_g00061	H9G365	Uncharacterized protein	CELE_ZK262.20 ZK262.20	ZK262.20;	Gpal	Cele
Gpal_D383_g00061	I2FLU3	Protein containing ALS2cr12 (ALS2CR12) signature	pals-10 C17H1.11 CELE_C17H1.11	C17H1.11;	Gpal	Cele
Gpal_D383_g00061	I2HAD8	Uncharacterized protein	CELE_Y66D12A.30 Y66D12A.30	Y66D12A.30;	Gpal	Cele
Gpal_D383_g00061	I2HAF2	Uncharacterized protein	CELE_ZK381.62 ZK381.62	ZK381.62;	Gpal	Cele
Gpal_D383_g00061	I7J4C6	Uncharacterized protein	CELE_K07F5.15 K07F5.15	K07F5.15;	Gpal	Cele
Gpal_D383_g00061	J7SEY7	Uncharacterized protein	CELE_T06A10.106 T06A10.106	T06A10.106;	Gpal	Cele
Gpal_D383_g00061	L8E7Z0	Uncharacterized protein	B0035.21 CELE_B0035.21	B0035.21;	Gpal	Cele
Gpal_D383_g00061	L8EC31	Uncharacterized protein	CELE_F26F2.4 F26F2.4	F26F2.4b;	Gpal	Cele
Gpal_D383_g00061	N1NTK5	Uncharacterized protein	CELE_ZK792.12 ZK792.12	ZK792.12;	Gpal	Cele
Gpal_D383_g00061	O01433	Uncharacterized protein	B0207.10 CELE_B0207.10	B0207.10;	Gpal	Cele
Gpal_D383_g00061	O01540	Uncharacterized protein	CELE_F28H1.5 F28H1.5	F28H1.5;	Gpal	Cele
Gpal_D383_g00061	O01570	Uncharacterized protein	CELE_F48C1.3 F48C1.3	F48C1.3;	Gpal	Cele
Gpal_D383_g00061	O01841	Uncharacterized protein	CELE_F56F4.4 F56F4.4	F56F4.4;	Gpal	Cele
Gpal_D383_g00061	O02051	Protein cuti-1 (Cuticle and epithelial integrity protein 1)	cuti-1 ZC328.1	ZC328.1;	Gpal	Cele
Gpal_D383_g00061	O02114	DDE_3 domain-containing protein	CELE_W08F4.1 W08F4.1	W08F4.1;	Gpal	Cele
Gpal_D383_g00061	O02142	Uncharacterized protein	C46G7.1 CELE_C46G7.1	C46G7.1;	Gpal	Cele
Gpal_D383_g00061	O02495	Synaptobrevin-1 (Synaptobrevin-related protein 1)	snb-1 T10H9.4	T10H9.4;	Gpal	Cele
Gpal_D383_g00061	O16429	Uncharacterized protein	C02E7.8 CELE_C02E7.8	C02E7.8;	Gpal	Cele
Gpal_D383_g00061	O17115	Uncharacterized protein	CELE_F39E9.6 F39E9.6	F39E9.6;	Gpal	Cele
Gpal_D383_g00061	O17778	Uncharacterized protein	CELE_F10D11.3 F10D11.3	F10D11.3;	Gpal	Cele
Gpal_D383_g00061	O17811	Uncharacterized protein F15A4.10	F15A4.10	F15A4.10;	Gpal	Cele
Gpal_D383_g00061	O18168	Uncharacterized protein	CELE_W04G5.3 W04G5.3	W04G5.3;	Gpal	Cele
Gpal_D383_g00061	O44746	Uncharacterized protein	CELE_R06A10.1 R06A10.1	R06A10.1a;	Gpal	Cele
Gpal_D383_g00061	O45253	Uncharacterized protein	C17H1.2 CELE_C17H1.2	C17H1.2;	Gpal	Cele
Gpal_D383_g00061	O45316	Uncharacterized protein	C54E10.6 CELE_C54E10.6	C54E10.6;	Gpal	Cele
Gpal_D383_g00061	O45406	Kinetochore-binding protein 3	kbp-3 F26H11.1	F26H11.1;	Gpal	Cele
Gpal_D383_g00061	O45921	Uncharacterized protein	CELE_Y39E4A.1 Y39E4A.1	Y39E4A.1;	Gpal	Cele
Gpal_D383_g00061	O61757	Uncharacterized protein	CELE_F56C3.7 F56C3.7	F56C3.7;	Gpal	Cele
Gpal_D383_g00061	O62250	Mitochondrial import inner membrane translocase subunit tim-16	F45G2.8	F45G2.8;	Gpal	Cele
Gpal_D383_g00061	O62344	Uncharacterized protein	CELE_R11.4 R11.4	R11.4;	Gpal	Cele
Gpal_D383_g00061	O62407	Uncharacterized protein	CELE_Y17D7C.1 Y17D7C.1	Y17D7C.1a;	Gpal	Cele
Gpal_D383_g00061	O76363	Uncharacterized protein	CELE_F29C4.4 F29C4.4	F29C4.4;	Gpal	Cele
Gpal_D383_g00061	O76707	Uncharacterized protein	CELE_ZC190.10 ZC190.10	ZC190.10a;	Gpal	Cele
Gpal_D383_g00061	P34380	Uncharacterized protein F02A9.1	F02A9.1	F02A9.1;	Gpal	Cele
Gpal_D383_g00061	P34667	Uncharacterized protein ZK686.1	ZK686.1	ZK686.1;	Gpal	Cele
Gpal_D383_g00061	P90789	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	D2030.4	D2030.4;	Gpal	Cele
Gpal_D383_g00061	Q09401	Uncharacterized protein K02A2.5	K02A2.5	K02A2.5;	Gpal	Cele
Gpal_D383_g00061	Q09410	Anaphase-promoting complex subunit emb-1 (Abnormal embryogenesis protein 1) (Anaphase-promoting complex subunit 16 homolog)	emb-1 apc-16 K10D2.4	K10D2.4;	Gpal	Cele
Gpal_D383_g00061	Q09628	Probable insulin-like peptide beta-type 3	ins-3 ZK75.3	ZK75.3;	Gpal	Cele
Gpal_D383_g00061	Q09664	Uncharacterized protein ZK673.5	ZK673.5	ZK673.5;	Gpal	Cele
Gpal_D383_g00061	Q10903	Uncharacterized protein	B0034.2 CELE_B0034.2	B0034.2;	Gpal	Cele
Gpal_D383_g00061	Q10957	Uncharacterized protein	B0336.12 CELE_B0336.12	B0336.12;	Gpal	Cele
Gpal_D383_g00061	Q17573	RING-type domain-containing protein	C01G6.4 CELE_C01G6.4	C01G6.4;	Gpal	Cele
Gpal_D383_g00061	Q17799	Uncharacterized protein	C07G1.7 CELE_C07G1.7	C07G1.7;	Gpal	Cele
Gpal_D383_g00061	Q17919	Uncharacterized protein	C12D12.3 CELE_C12D12.3	C12D12.3;	Gpal	Cele
Gpal_D383_g00061	Q18052	Uncharacterized protein	C17C3.9 CELE_C17C3.9	C17C3.9;	Gpal	Cele
Gpal_D383_g00061	Q18497	Uncharacterized protein	C36A4.10 CELE_C36A4.10	C36A4.10;	Gpal	Cele
Gpal_D383_g00061	Q19065	Uncharacterized protein	CELE_E04F6.10 E04F6.10	E04F6.10;	Gpal	Cele
Gpal_D383_g00061	Q19343	Mitochondrial fission factor	mff-1 CELE_F11C1.2 F11C1.2	F11C1.2;	Gpal	Cele
Gpal_D383_g00061	Q19443	Systemic RNA interference defective protein 5	sid-5 F14B8.2	F14B8.2;	Gpal	Cele
Gpal_D383_g00061	Q19597	Uncharacterized protein	CELE_F19G12.4 F19G12.4	F19G12.4;	Gpal	Cele
Gpal_D383_g00061	Q19664	CX domain-containing protein	CELE_F21C10.6 F21C10.6	F21C10.6;	Gpal	Cele
Gpal_D383_g00061	Q19739	CHp/Wrch Rho-like protein homolog	chw-1 CELE_F22E12.2 F22E12.2	F22E12.2;	Gpal	Cele
Gpal_D383_g00061	Q19898	Uncharacterized protein	CELE_F29D10.1 F29D10.1	F29D10.1;	Gpal	Cele
Gpal_D383_g00061	Q20316	Uncharacterized protein	CELE_F42A9.3 F42A9.3	F42A9.3;	Gpal	Cele
Gpal_D383_g00061	Q20526	Uncharacterized protein	CELE_F47B8.1 F47B8.1	F47B8.1;	Gpal	Cele
Gpal_D383_g00061	Q20842	Uncharacterized protein	CELE_F55F1.2 F55F1.2	F55F1.2;	Gpal	Cele
Gpal_D383_g00061	Q21019	Uncharacterized protein	CELE_F59A2.5 F59A2.5	F59A2.5;	Gpal	Cele
Gpal_D383_g00061	Q21028	Uncharacterized protein	CELE_F59A6.2 F59A6.2	F59A6.2;	Gpal	Cele
Gpal_D383_g00061	Q21211	INSulin related	CELE_K04C2.5 K04C2.5	K04C2.5;	Gpal	Cele
Gpal_D383_g00061	Q21283	Uncharacterized protein	CELE_K07E12.2 K07E12.2	K07E12.2;	Gpal	Cele
Gpal_D383_g00061	Q21459	Uncharacterized protein	CELE_M02A10.1 M02A10.1	M02A10.1;	Gpal	Cele
Gpal_D383_g00061	Q21462	WW domain-containing protein	CELE_M02D8.2 M02D8.2	M02D8.2;	Gpal	Cele
Gpal_D383_g00061	Q21708	Uncharacterized protein	CELE_R04B5.11 R04B5.11	R04B5.11;	Gpal	Cele
Gpal_D383_g00061	Q21845	Uncharacterized protein	CELE_R08C7.1 R08C7.1	R08C7.1;	Gpal	Cele
Gpal_D383_g00061	Q22339	Uncharacterized protein	CELE_T08A9.13 T08A9.13	T08A9.13;	Gpal	Cele
Gpal_D383_g00061	Q22388	Uncharacterized protein	CELE_T11B7.2 T11B7.2	T11B7.2a;	Gpal	Cele
Gpal_D383_g00061	Q22660	Major sperm protein	CELE_T22B3.3 T22B3.3	T22B3.3;	Gpal	Cele
Gpal_D383_g00061	Q22742	Uncharacterized protein	CELE_T24D8.6 T24D8.6	T24D8.6;	Gpal	Cele
Gpal_D383_g00061	Q22756	Biogenesis of lysosome-related organelles complex 1 subunit 4 (BLOC-1 subunit 4) (Protein cappuccino homolog)	blos-4 T24H7.4	T24H7.4;	Gpal	Cele
Gpal_D383_g00061	Q23154	Uncharacterized protein	CELE_W04D12.1 W04D12.1	W04D12.1;	Gpal	Cele
Gpal_D383_g00061	Q23184	Nematode Specific Peptide family, group A	nspa-8 CELE_W06A7.5 W06A7.5	W06A7.5;	Gpal	Cele
Gpal_D383_g00061	Q23329	Uncharacterized protein	CELE_ZC449.4 ZC449.4	ZC449.4;	Gpal	Cele
Gpal_D383_g00061	Q23676	RNase H type-1 domain-containing protein	rnh-1.2 CELE_ZK938.7 ZK938.7	ZK938.7;	Gpal	Cele
Gpal_D383_g00061	Q27503	Uncharacterized protein	CELE_K03B4.6 K03B4.6	K03B4.6;	Gpal	Cele
Gpal_D383_g00061	Q2L6X2	Uncharacterized protein	CELE_R02E4.3 R02E4.3	R02E4.3;	Gpal	Cele
Gpal_D383_g00061	Q2V4X1	Uncharacterized protein	C07D10.6 CELE_C07D10.6	C07D10.6;	Gpal	Cele
Gpal_D383_g00061	Q3V5K3	Uncharacterized protein	CELE_Y75D11A.6 Y75D11A.6	Y75D11A.6;	Gpal	Cele
Gpal_D383_g00061	Q4PIT6	Uncharacterized protein	CELE_F43E12.1 F43E12.1	F43E12.1;	Gpal	Cele
Gpal_D383_g00061	Q4PIW4	Uncharacterized protein	C06E2.9 CELE_C06E2.9	C06E2.9;	Gpal	Cele
Gpal_D383_g00061	Q4R112	Uncharacterized protein	CELE_F56D6.14 F56D6.14	F56D6.14;	Gpal	Cele
Gpal_D383_g00061	Q4R113	Uncharacterized protein	CELE_F56D6.13 F56D6.13	F56D6.13;	Gpal	Cele
Gpal_D383_g00061	Q4R115	Uncharacterized protein	CELE_F56D6.11 F56D6.11	F56D6.11;	Gpal	Cele
Gpal_D383_g00061	Q4TT84	Uncharacterized protein	CELE_ZC239.21 ZC239.21	ZC239.21;	Gpal	Cele
Gpal_D383_g00061	Q4TT85	Uncharacterized protein	CELE_ZC239.20 ZC239.20	ZC239.20;	Gpal	Cele
Gpal_D383_g00061	Q4W508	Nematode Specific Peptide family, group F	nspf-3 CELE_F34D6.9 F34D6.9	F34D6.9;	Gpal	Cele
Gpal_D383_g00061	Q4W509	Nematode Specific Peptide family, group F	nspf-2 CELE_F34D6.8 F34D6.8	F34D6.8;	Gpal	Cele
Gpal_D383_g00061	Q4W510	Nematode Specific Peptide family, group F	nspf-1 CELE_F34D6.7 F34D6.7	F34D6.7;	Gpal	Cele
Gpal_D383_g00061	Q4W512	Uncharacterized protein	C41H7.9 CELE_C41H7.9	C41H7.9;	Gpal	Cele
Gpal_D383_g00061	Q4W519	Serpentine receptor class gamma	CELE_K10G6.5 K10G6.5	K10G6.5;	Gpal	Cele
Gpal_D383_g00061	Q564R8	Uncharacterized protein	CELE_H03G16.6 H03G16.6	H03G16.6;	Gpal	Cele
Gpal_D383_g00061	Q564R9	Uncharacterized protein	CELE_F14F8.14 F14F8.14	F14F8.14;	Gpal	Cele
Gpal_D383_g00061	Q564T2	Uncharacterized protein	CELE_ZK228.10 ZK228.10	ZK228.10;	Gpal	Cele
Gpal_D383_g00061	Q564U1	Uncharacterized protein	CELE_F49A5.10 F49A5.10	F49A5.10;	Gpal	Cele
Gpal_D383_g00061	Q564U6	Uncharacterized protein	CELE_F09C6.14 F09C6.14	F09C6.14;	Gpal	Cele
Gpal_D383_g00061	Q564U7	Uncharacterized protein	CELE_F09C6.13 F09C6.13	F09C6.13;	Gpal	Cele
Gpal_D383_g00061	Q564V9	Uncharacterized protein	CELE_F36H2.4 F36H2.4	F36H2.4;	Gpal	Cele
Gpal_D383_g00061	Q564X3	Uncharacterized protein	CELE_M163.9 M163.9	M163.9;	Gpal	Cele
Gpal_D383_g00061	Q565B1	Uncharacterized protein	C44C10.12 CELE_C44C10.12	C44C10.12;	Gpal	Cele
Gpal_D383_g00061	Q565B9	Uncharacterized protein	CELE_W04G3.11 W04G3.11	W04G3.11;	Gpal	Cele
Gpal_D383_g00061	Q56VY1	Nematode Specific Peptide family, group A	nspa-10 CELE_Y50E8A.17 Y50E8A.17	Y50E8A.17;	Gpal	Cele
Gpal_D383_g00061	Q56VZ1	Uncharacterized protein	CELE_F28H6.8 F28H6.8	F28H6.8;	Gpal	Cele
Gpal_D383_g00061	Q56VZ8	Uncharacterized protein	CELE_Y45F10D.16 Y45F10D.16	Y45F10D.16;	Gpal	Cele
Gpal_D383_g00061	Q5F4U5	Sjogren's Syndrome Nuclear Autoantigen	ssna-1 tag-261 CELE_T07A9.13 T07A9.13	T07A9.13b;	Gpal	Cele
Gpal_D383_g00061	Q6BEV3	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4	ostf-4 CELE_T07A5.5 T07A5.5	T07A5.5;	Gpal	Cele
Gpal_D383_g00061	Q7YTK8	Uncharacterized protein	CELE_T09A5.14 T09A5.14	T09A5.14;	Gpal	Cele
Gpal_D383_g00061	Q7YWM9	Uncharacterized protein	CELE_ZK836.3 ZK836.3	ZK836.3;	Gpal	Cele
Gpal_D383_g00061	Q7YWP2	Uncharacterized protein	CELE_Y60A3A.23 Y60A3A.23	Y60A3A.23;	Gpal	Cele
Gpal_D383_g00061	Q7YWR0	Nematode Specific Peptide family, group E	nspe-2 CELE_Y38E10A.26 Y38E10A.26	Y38E10A.26;	Gpal	Cele
Gpal_D383_g00061	Q7YWS9	BHLH domain-containing protein	hlh-32 CELE_Y105C5B.29 Y105C5B.29	Y105C5B.29;	Gpal	Cele
Gpal_D383_g00061	Q7YWZ5	Uncharacterized protein	CELE_M03B6.5 M03B6.5	M03B6.5;	Gpal	Cele
Gpal_D383_g00061	Q7YX78	Uncharacterized protein	C04H4.1 CELE_C04H4.1	C04H4.1;	Gpal	Cele
Gpal_D383_g00061	Q7YX90	Uncharacterized protein	C04A11.5 CELE_C04A11.5	C04A11.5;	Gpal	Cele
Gpal_D383_g00061	Q7YXC5	Uncharacterized protein	CELE_Y47D3A.20 Y47D3A.20	Y47D3A.20;	Gpal	Cele
Gpal_D383_g00061	Q86D08	BHLH domain-containing protein	hlh-31 CELE_F38C2.8 F38C2.8	F38C2.8;	Gpal	Cele
Gpal_D383_g00061	Q86LS3	Uncharacterized protein	CELE_K02E7.12 K02E7.12	K02E7.12;	Gpal	Cele
Gpal_D383_g00061	Q86MD2	Uncharacterized protein	CELE_F34D10.8 F34D10.8	F34D10.8;	Gpal	Cele
Gpal_D383_g00061	Q8IFZ7	Uncharacterized protein	CELE_R05H11.2 R05H11.2	R05H11.2;	Gpal	Cele
Gpal_D383_g00061	Q8MPR4	Uncharacterized protein	CELE_ZK54.3 ZK54.3	ZK54.3;	Gpal	Cele
Gpal_D383_g00061	Q93171	J domain-containing protein	dnj-3 C01G10.12 CELE_C01G10.12	C01G10.12;	Gpal	Cele
Gpal_D383_g00061	Q93514	Uncharacterized protein	CELE_F15D4.6 F15D4.6	F15D4.6;	Gpal	Cele
Gpal_D383_g00061	Q93905	Uncharacterized protein	CELE_M163.7 M163.7	M163.7;	Gpal	Cele
Gpal_D383_g00061	Q95QK1	Uncharacterized protein	CELE_F20D12.7 F20D12.7	F20D12.7;	Gpal	Cele
Gpal_D383_g00061	Q95QV4	Uncharacterized protein	C18A3.9 CELE_C18A3.9	C18A3.9;	Gpal	Cele
Gpal_D383_g00061	Q95R15	Uncharacterized protein	CELE_F43E2.11 F43E2.11	F43E2.11;	Gpal	Cele
Gpal_D383_g00061	Q95R17	Uncharacterized protein	CELE_F43E2.6 F43E2.6	F43E2.6a;	Gpal	Cele
Gpal_D383_g00061	Q95XM1	Uncharacterized protein	CELE_Y71G12B.3 Y71G12B.3	Y71G12B.3;	Gpal	Cele
Gpal_D383_g00061	Q95XM4	Cyclin-dependent kinases regulatory subunit	CELE_Y71G12B.27 Y71G12B.27	Y71G12B.27;	Gpal	Cele
