From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	WormBase
A0A5E4M2K2	A0A5E4M2K2	unreviewed	A0A5E4M2K2_CAEEL	Uncharacterized protein	CELE_R160.13 R160.13	Caenorhabditis elegans	67	R160.13;
A0A5E4M3C7	A0A5E4M3C7	unreviewed	A0A5E4M3C7_CAEEL	Uncharacterized protein	C03B1.17 CELE_C03B1.17	Caenorhabditis elegans	110	C03B1.17;
A0A5S9MM66	A0A5S9MM66	unreviewed	A0A5S9MM66_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_M01G12.16 M01G12.16	Caenorhabditis elegans	112	M01G12.16;
A0A5S9MMK0	A0A5S9MMK0	unreviewed	A0A5S9MMK0_CAEEL	Uncharacterized protein	C16C8.25 CELE_C16C8.25	Caenorhabditis elegans	165	C16C8.25;
A0A5S9MMK4	A0A5S9MMK4	unreviewed	A0A5S9MMK4_CAEEL	Uncharacterized protein	CELE_Y55B1BR.8 Y55B1BR.8	Caenorhabditis elegans	85	Y55B1BR.8;
A0A5S9MMR3	A0A5S9MMR3	unreviewed	A0A5S9MMR3_CAEEL	Uncharacterized protein	CELE_Y80D4G.2 Y80D4G.2	Caenorhabditis elegans	109	Y80D4G.2;
A0A5S9MMV1	A0A5S9MMV1	unreviewed	A0A5S9MMV1_CAEEL	Uncharacterized protein	B0252.11 CELE_B0252.11	Caenorhabditis elegans	79	B0252.11;
A0A5S9MMY5	A0A5S9MMY5	unreviewed	A0A5S9MMY5_CAEEL	Uncharacterized protein	CELE_F36H5.18 F36H5.18	Caenorhabditis elegans	238	F36H5.18;
A0A5S9MQ46	A0A5S9MQ46	unreviewed	A0A5S9MQ46_CAEEL	Uncharacterized protein	CELE_F10C5.3 F10C5.3	Caenorhabditis elegans	134	F10C5.3;
A0A5S9MRJ1	A0A5S9MRJ1	unreviewed	A0A5S9MRJ1_CAEEL	Uncharacterized protein	CELE_M01G12.15 M01G12.15	Caenorhabditis elegans	325	M01G12.15;
A0A679L8I0	A0A679L8I0	unreviewed	A0A679L8I0_CAEEL	Uncharacterized protein	CELE_W04B5.8 W04B5.8	Caenorhabditis elegans	90	W04B5.8;
A0A679L8L4	A0A679L8L4	unreviewed	A0A679L8L4_CAEEL	Uncharacterized protein	CELE_T16G12.13 T16G12.13	Caenorhabditis elegans	186	T16G12.13;
A0A679L8U2	A0A679L8U2	unreviewed	A0A679L8U2_CAEEL	F-box domain-containing protein	CELE_CTEL54X.2 cTel54X.2	Caenorhabditis elegans	62	cTel54X.2;
A0A679L8W6	A0A679L8W6	unreviewed	A0A679L8W6_CAEEL	Uncharacterized protein	CELE_T24C4.10 T24C4.10	Caenorhabditis elegans	151	T24C4.10;
A0FLQ5	A0FLQ5	unreviewed	A0FLQ5_CAEEL	Drosophila CRumBs homolog	crb-3 C35B8.4 CELE_C35B8.4	Caenorhabditis elegans	100	C35B8.4;
A0FLR2	A0FLR2	unreviewed	A0FLR2_CAEEL	Uncharacterized protein	C46C2.7 CELE_C46C2.7	Caenorhabditis elegans	74	C46C2.7;
A0FLR5	A0FLR5	unreviewed	A0FLR5_CAEEL	Uncharacterized protein	CELE_F07C6.6 F07C6.6	Caenorhabditis elegans	100	F07C6.6;
A0T4E7	A0T4E7	unreviewed	A0T4E7_CAEEL	Uncharacterized protein	CELE_R01H2.8 R01H2.8	Caenorhabditis elegans	124	R01H2.8;
A0T4F7	A0T4F7	unreviewed	A0T4F7_CAEEL	Uncharacterized protein	C10C6.7 CELE_C10C6.7	Caenorhabditis elegans	223	C10C6.7b;
A1EHR1	A1EHR1	unreviewed	A1EHR1_CAEEL	Uncharacterized protein	CELE_T28C6.10 T28C6.10	Caenorhabditis elegans	84	T28C6.10;
A1IMB7	A1IMB7	unreviewed	A1IMB7_CAEEL	MARVEL domain-containing protein	CELE_Y110A7A.21 Y110A7A.21	Caenorhabditis elegans	168	Y110A7A.21;
A2V8C4	A2V8C4	unreviewed	A2V8C4_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_Y41D4B.24 Y41D4B.24	Caenorhabditis elegans	408	Y41D4B.24;
A2V8C6	A2V8C6	unreviewed	A2V8C6_CAEEL	Protein quiver	CELE_Y73B6BL.47 Y73B6BL.47	Caenorhabditis elegans	172	Y73B6BL.47;
A2V8C7	A2V8C7	unreviewed	A2V8C7_CAEEL	Uncharacterized protein	CELE_T07A9.15 T07A9.15	Caenorhabditis elegans	67	T07A9.15;
A2VA02	A2VA02	unreviewed	A2VA02_CAEEL	Uncharacterized protein	CELE_Y26D4A.17 Y26D4A.17	Caenorhabditis elegans	108	Y26D4A.17a;
A3FPI9	A3FPI9	unreviewed	A3FPI9_CAEEL	Uncharacterized protein	C04E7.5 CELE_C04E7.5	Caenorhabditis elegans	134	C04E7.5;
A3FPJ0	A3FPJ0	unreviewed	A3FPJ0_CAEEL	Uncharacterized protein	CELE_F59C12.4 F59C12.4	Caenorhabditis elegans	49	F59C12.4;
A3FPJ6	A3FPJ6	unreviewed	A3FPJ6_CAEEL	Uncharacterized protein	CELE_ZK180.7 ZK180.7	Caenorhabditis elegans	173	ZK180.7;
A3FPK5	A3FPK5	unreviewed	A3FPK5_CAEEL	Uncharacterized protein	CELE_F46C3.6 F46C3.6	Caenorhabditis elegans	51	F46C3.6;
A3KFD0	A3KFD0	unreviewed	A3KFD0_CAEEL	Uncharacterized protein	CELE_Y27F2A.10 Y27F2A.10	Caenorhabditis elegans	254	Y27F2A.10;
A3KFD1	A3KFD1	unreviewed	A3KFD1_CAEEL	Serpentine Receptor, class I	CELE_Y27F2A.11 Y27F2A.11	Caenorhabditis elegans	327	Y27F2A.11;
A3QM96	A3QM96	unreviewed	A3QM96_CAEEL	FMRF-Like Peptide	flp-17 C52D10.11 CELE_C52D10.11	Caenorhabditis elegans	130	C52D10.11;
A3QMA1	A3QMA1	unreviewed	A3QMA1_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-53 C50E10.3 CELE_C50E10.3	Caenorhabditis elegans	367	C50E10.3;
A3QMA3	A3QMA3	unreviewed	A3QMA3_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-52 C50E10.5 CELE_C50E10.5	Caenorhabditis elegans	361	C50E10.5;
A3QMA4	A3QMA4	unreviewed	A3QMA4_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-54 C50E10.6 CELE_C50E10.6	Caenorhabditis elegans	365	C50E10.6;
A3QMA6	A3QMA6	unreviewed	A3QMA6_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-56 C50E10.8 CELE_C50E10.8	Caenorhabditis elegans	362	C50E10.8;
A3QMA7	A3QMA7	unreviewed	A3QMA7_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-49 C50E10.9 CELE_C50E10.9	Caenorhabditis elegans	357	C50E10.9;
A3QMA8	A3QMA8	unreviewed	A3QMA8_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-51 C50E10.10 CELE_C50E10.10	Caenorhabditis elegans	351	C50E10.10;
A3QMA9	A3QMA9	unreviewed	A3QMA9_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-50 C50E10.11 CELE_C50E10.11	Caenorhabditis elegans	353	C50E10.11;
A3QMB0	A3QMB0	unreviewed	A3QMB0_CAEEL	Serpentine Receptor, class E (Epsilon)	sre-14 C42C1.1 CELE_C42C1.1	Caenorhabditis elegans	347	C42C1.1;
A3QMC3	A3QMC3	unreviewed	A3QMC3_CAEEL	Uncharacterized protein	C42C1.12 CELE_C42C1.12	Caenorhabditis elegans	119	C42C1.12;
A3QMD7	A3QMD7	reviewed	LSY13_CAEEL	ING family member lsy-13 (Laterally symmetric protein 13)	lsy-13 T06A10.4	Caenorhabditis elegans	247	T06A10.4a [A3QMD7-1];T06A10.4b;
A4GZK9	A4GZK9	unreviewed	A4GZK9_CAEEL	Serpentine Receptor, class T	srt-61 CELE_T27C10.1 T27C10.1	Caenorhabditis elegans	347	T27C10.1;
A4UVL7	A4UVL7	unreviewed	A4UVL7_CAEEL	Uncharacterized protein	CELE_T05E12.8 T05E12.8	Caenorhabditis elegans	71	T05E12.8;
A4UVL9	A4UVL9	unreviewed	A4UVL9_CAEEL	Serpentine Receptor, class I	CELE_W06G6.15 W06G6.15	Caenorhabditis elegans	262	W06G6.15;
A4UVM0	A4UVM0	unreviewed	A4UVM0_CAEEL	Serpentine Receptor, class H	CELE_T03E6.9 T03E6.9	Caenorhabditis elegans	338	T03E6.9;
A4UVM3	A4UVM3	unreviewed	A4UVM3_CAEEL	Uncharacterized protein	CELE_M01D7.9 M01D7.9	Caenorhabditis elegans	82	M01D7.9;
A4V4W6	A4V4W6	unreviewed	A4V4W6_CAEEL	Copper transport protein	CELE_K12C11.6 K12C11.6	Caenorhabditis elegans	132	K12C11.6;
A5A8P7	A5A8P7	unreviewed	A5A8P7_CAEEL	Uncharacterized protein	CELE_Y54G2A.52 Y54G2A.52	Caenorhabditis elegans	97	Y54G2A.52;
A5A8Q1	A5A8Q1	unreviewed	A5A8Q1_CAEEL	Uncharacterized protein	CELE_Y71F9AM.8 Y71F9AM.8	Caenorhabditis elegans	84	Y71F9AM.8;
A5A8R3	A5A8R3	unreviewed	A5A8R3_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-34 CELE_F26D11.6 F26D11.6	Caenorhabditis elegans	166	F26D11.6;
A5A8R4	A5A8R4	unreviewed	A5A8R4_CAEEL	Uncharacterized protein	CELE_F26D11.13 F26D11.13	Caenorhabditis elegans	270	F26D11.13;
A5A8R5	A5A8R5	unreviewed	A5A8R5_CAEEL	Uncharacterized protein	CELE_F26D11.12 F26D11.12	Caenorhabditis elegans	128	F26D11.12;
A5HU92	A5HU92	unreviewed	A5HU92_CAEEL	MARVEL domain-containing protein	CELE_F09F9.1 F09F9.1	Caenorhabditis elegans	150	F09F9.1;
A5HU93	A5HU93	unreviewed	A5HU93_CAEEL	MARVEL domain-containing protein	CELE_F09F9.5 F09F9.5	Caenorhabditis elegans	219	F09F9.5;
A5JYQ9	A5JYQ9	reviewed	VMA21_CAEEL	Vacuolar ATPase assembly integral membrane protein VMA21 homolog	pdcd-2 R07E5.10	Caenorhabditis elegans	102	R07E5.10b;
A5JYR0	A5JYR0	unreviewed	A5JYR0_CAEEL	Uncharacterized protein	C06C3.10 CELE_C06C3.10	Caenorhabditis elegans	96	C06C3.10;
A5JYR5	A5JYR5	unreviewed	A5JYR5_CAEEL	Neuropeptide-Like Protein	nlp-76 C02B4.4 CELE_C02B4.4	Caenorhabditis elegans	82	C02B4.4;
A5JYR6	A5JYR6	unreviewed	A5JYR6_CAEEL	p53 and DNA damage-regulated protein 1	CELE_T07D4.5 T07D4.5	Caenorhabditis elegans	142	T07D4.5;
A5JYT3	A5JYT3	unreviewed	A5JYT3_CAEEL	Uncharacterized protein	C01H6.8 CELE_C01H6.8	Caenorhabditis elegans	201	C01H6.8a;
A5JYW3	A5JYW3	unreviewed	A5JYW3_CAEEL	PH domain-containing protein	C25F9.11 CELE_C25F9.11	Caenorhabditis elegans	91	C25F9.11;
A5JYW4	A5JYW4	unreviewed	A5JYW4_CAEEL	Uncharacterized protein	C25F9.12 CELE_C25F9.12	Caenorhabditis elegans	94	C25F9.12;
A5JYW5	A5JYW5	unreviewed	A5JYW5_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	C25F9.13 CELE_C25F9.13	Caenorhabditis elegans	224	C25F9.13;
A5JYW8	A5JYW8	unreviewed	A5JYW8_CAEEL	Uncharacterized protein	CELE_D1086.19 D1086.19	Caenorhabditis elegans	117	D1086.19;
A5JYZ0	A5JYZ0	unreviewed	A5JYZ0_CAEEL	L-Fucosyltransferase	CELE_F11A5.5 F11A5.5	Caenorhabditis elegans	366	F11A5.5b;
A5PEW5	A5PEW5	unreviewed	A5PEW5_CAEEL	Synaptosomal-associated protein	ric-4 CELE_Y22F5A.3 Y22F5A.3	Caenorhabditis elegans	234	Y22F5A.3b;
A5PEW9	A5PEW9	unreviewed	A5PEW9_CAEEL	Uncharacterized protein	C49G9.2 CELE_C49G9.2	Caenorhabditis elegans	99	C49G9.2;
A5PEY4	A5PEY4	unreviewed	A5PEY4_CAEEL	Uncharacterized protein	CELE_Y59A8B.26 Y59A8B.26	Caenorhabditis elegans	258	Y59A8B.26a;
A5Z2S9	A5Z2S9	unreviewed	A5Z2S9_CAEEL	Uncharacterized protein	CELE_ZK809.8 ZK809.8	Caenorhabditis elegans	64	ZK809.8b;
A5Z2W0	A5Z2W0	unreviewed	A5Z2W0_CAEEL	Uncharacterized protein	CELE_F59A1.11 F59A1.11	Caenorhabditis elegans	321	F59A1.11b;
A5Z2X2	A5Z2X2	unreviewed	A5Z2X2_CAEEL	Protein BRICK1	CELE_Y57G11C.1147 Y57G11C.1147	Caenorhabditis elegans	74	Y57G11C.1147;
A5Z2X3	A5Z2X3	reviewed	FUTB2_CAEEL	Galactoside 2-alpha-L-fucosyltransferase (EC 2.4.1.-) (Alpha-(1,2)-L-fucosyltransferase) (CE2FT-2)	F08A8.5	Caenorhabditis elegans	402	F08A8.5a [A5Z2X3-2];F08A8.5b [A5Z2X3-1];
A6ZJ57	A6ZJ57	unreviewed	A6ZJ57_CAEEL	Uncharacterized protein	CELE_F14F3.5 F14F3.5	Caenorhabditis elegans	33	F14F3.5;
A7DT33	A7DT33	unreviewed	A7DT33_CAEEL	Uncharacterized protein	CELE_Y34B4A.2 Y34B4A.2	Caenorhabditis elegans	339	Y34B4A.2;
A7DTF5	A7DTF5	unreviewed	A7DTF5_CAEEL	Uncharacterized protein	CELE_Y56A3A.7 Y56A3A.7	Caenorhabditis elegans	570	Y56A3A.7b;
A7LPC9	A7LPC9	unreviewed	A7LPC9_CAEEL	Uncharacterized protein	CELE_F28B12.6 F28B12.6	Caenorhabditis elegans	150	F28B12.6;
A7LPH9	A7LPH9	unreviewed	A7LPH9_CAEEL	Uncharacterized protein	CELE_F14D7.14 F14D7.14	Caenorhabditis elegans	113	F14D7.14;
A7LPI0	A7LPI0	unreviewed	A7LPI0_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F57B1.9 F57B1.9	Caenorhabditis elegans	357	F57B1.9a;
A7LPI7	A7LPI7	unreviewed	A7LPI7_CAEEL	Gem-associated protein 7	C24H11.5 CELE_C24H11.5	Caenorhabditis elegans	92	C24H11.5b;
A7LPI9	A7LPI9	unreviewed	A7LPI9_CAEEL	Uncharacterized protein	CELE_F54F12.2 F54F12.2	Caenorhabditis elegans	260	F54F12.2a;
A7YKU9	A7YKU9	unreviewed	A7YKU9_CAEEL	Uncharacterized protein	CELE_D1081.11 D1081.11	Caenorhabditis elegans	190	D1081.11;
A7YPF2	A7YPF2	unreviewed	A7YPF2_CAEEL	Uncharacterized protein	CELE_ZK39.10 ZK39.10	Caenorhabditis elegans	181	ZK39.10;
A8DZ48	A8DZ48	unreviewed	A8DZ48_CAEEL	Reactive oxygen species modulator 1 (Protein MGR2 homolog)	CELE_Y94A7B.11 Y94A7B.11	Caenorhabditis elegans	69	Y94A7B.11;
A8DZ51	A8DZ51	unreviewed	A8DZ51_CAEEL	Secreted protein	CELE_F49H6.15 F49H6.15	Caenorhabditis elegans	83	F49H6.15;
A8DZ52	A8DZ52	unreviewed	A8DZ52_CAEEL	Uncharacterized protein	CELE_T04C12.9 T04C12.9	Caenorhabditis elegans	130	T04C12.9;
A8W7W0	A8W7W0	unreviewed	A8W7W0_CAEEL	Uncharacterized protein	CELE_Y34F4.1 Y34F4.1	Caenorhabditis elegans	198	Y34F4.1b;
A8WFG7	A8WFG7	unreviewed	A8WFG7_CAEEL	Uncharacterized protein	CELE_ZK84.4 ZK84.4	Caenorhabditis elegans	72	ZK84.4;
A8WFM8	A8WFM8	unreviewed	A8WFM8_CAEEL	Uncharacterized protein	CELE_F28F9.3 F28F9.3	Caenorhabditis elegans	91	F28F9.3;
A8WFN1	A8WFN1	unreviewed	A8WFN1_CAEEL	Uncharacterized protein	CELE_W02C12.2 W02C12.2	Caenorhabditis elegans	205	W02C12.2b;
A8WFN7	A8WFN7	unreviewed	A8WFN7_CAEEL	Uncharacterized protein	C14A11.9 CELE_C14A11.9	Caenorhabditis elegans	199	C14A11.9;
A8WHN2	A8WHN2	unreviewed	A8WHN2_CAEEL	Uncharacterized protein	C05G5.7 CELE_C05G5.7	Caenorhabditis elegans	36	C05G5.7;
A8WHP8	A8WHP8	reviewed	PLIN1_CAEEL	Perilipin-1 homolog (Lipid droplet-associated protein)	plin-1 mdt-28 W01A8.1	Caenorhabditis elegans	418	W01A8.1a [A8WHP8-2];W01A8.1b [A8WHP8-3];W01A8.1c [A8WHP8-1];
A8WHT2	A8WHT2	unreviewed	A8WHT2_CAEEL	Uncharacterized protein	CELE_ZC412.10 ZC412.10	Caenorhabditis elegans	106	ZC412.10;
A8WJ48	A8WJ48	unreviewed	A8WJ48_CAEEL	TIL domain-containing protein	CELE_T12B5.14 T12B5.14	Caenorhabditis elegans	110	T12B5.14;
A9D649	A9D649	unreviewed	A9D649_CAEEL	SUppressor of Tau pathology	sut-1 CELE_T13B5.8 T13B5.8	Caenorhabditis elegans	235	T13B5.8b;
A9QY36	A9QY36	unreviewed	A9QY36_CAEEL	DUF1084 domain-containing protein	CELE_K06B4.15 K06B4.15	Caenorhabditis elegans	176	K06B4.15;
A9UJN6	A9UJN6	unreviewed	A9UJN6_CAEEL	Serpentine Receptor, class H	CELE_F07B10.7 F07B10.7	Caenorhabditis elegans	342	F07B10.7a;
A9UJP3	A9UJP3	unreviewed	A9UJP3_CAEEL	Uncharacterized protein	CELE_F09C6.16 F09C6.16	Caenorhabditis elegans	333	F09C6.16;
A9UJP6	A9UJP6	unreviewed	A9UJP6_CAEEL	Uncharacterized protein	CELE_T27F6.10 T27F6.10	Caenorhabditis elegans	159	T27F6.10;
A9Z1J9	A9Z1J9	unreviewed	A9Z1J9_CAEEL	Uncharacterized protein	CELE_ZK1290.15 ZK1290.15	Caenorhabditis elegans	70	ZK1290.15;
B0JCV6	B0JCV6	unreviewed	B0JCV6_CAEEL	Uncharacterized protein	C23H5.12 CELE_C23H5.12	Caenorhabditis elegans	265	C23H5.12;
B0JD02	B0JD02	unreviewed	B0JD02_CAEEL	Uncharacterized protein	CELE_T06D10.3 T06D10.3	Caenorhabditis elegans	54	T06D10.3;
B0M0M9	B0M0M9	unreviewed	B0M0M9_CAEEL	BZIP_Maf domain-containing protein	maf-1 CELE_F45H11.6 F45H11.6	Caenorhabditis elegans	166	F45H11.6;
B0M0N0	B0M0N0	unreviewed	B0M0N0_CAEEL	Uncharacterized protein	CELE_F27D4.8 F27D4.8	Caenorhabditis elegans	84	F27D4.8;
B0M0N1	B0M0N1	unreviewed	B0M0N1_CAEEL	Uncharacterized protein	C01A2.9 CELE_C01A2.9	Caenorhabditis elegans	56	C01A2.9;
B0M0N2	B0M0N2	unreviewed	B0M0N2_CAEEL	Uncharacterized protein	C25A1.16 CELE_C25A1.16	Caenorhabditis elegans	103	C25A1.16a;
B0M0N4	B0M0N4	unreviewed	B0M0N4_CAEEL	Uncharacterized protein	C41G7.8 CELE_C41G7.8	Caenorhabditis elegans	187	C41G7.8;
B0M0N7	B0M0N7	unreviewed	B0M0N7_CAEEL	Uncharacterized protein	CELE_R05D7.7 R05D7.7	Caenorhabditis elegans	105	R05D7.7;
B0M0P3	B0M0P3	unreviewed	B0M0P3_CAEEL	Uncharacterized protein	C37A5.11 CELE_C37A5.11	Caenorhabditis elegans	70	C37A5.11;
B1GRL2	B1GRL2	unreviewed	B1GRL2_CAEEL	UNC93-like protein MFSD11	CELE_ZK6.6 ZK6.6	Caenorhabditis elegans	482	ZK6.6;
B1GRL5	B1GRL5	unreviewed	B1GRL5_CAEEL	Trafficking protein particle complex subunit	trpp-1 CELE_DC2.8 DC2.8	Caenorhabditis elegans	142	DC2.8;
B1GRN5	B1GRN5	unreviewed	B1GRN5_CAEEL	Uncharacterized protein	CELE_Y44A6D.7 Y44A6D.7	Caenorhabditis elegans	114	Y44A6D.7a;
B1Q234	B1Q234	unreviewed	B1Q234_CAEEL	Uncharacterized protein	B0563.10 CELE_B0563.10	Caenorhabditis elegans	94	B0563.10;
B1Q235	B1Q235	unreviewed	B1Q235_CAEEL	Neuropeptide-Like Protein	CELE_K02A6.4 K02A6.4	Caenorhabditis elegans	107	K02A6.4;
B1Q251	B1Q251	unreviewed	B1Q251_CAEEL	MARVEL domain-containing protein	CELE_M106.8 M106.8	Caenorhabditis elegans	198	M106.8;
B1Q258	B1Q258	unreviewed	B1Q258_CAEEL	Uncharacterized protein	CELE_K11E4.6 K11E4.6	Caenorhabditis elegans	336	K11E4.6;
B1Q260	B1Q260	unreviewed	B1Q260_CAEEL	Uncharacterized protein	CELE_F58B4.7 F58B4.7	Caenorhabditis elegans	96	F58B4.7;
B1Q269	B1Q269	unreviewed	B1Q269_CAEEL	Neuropeptide-Like Protein	CELE_F14H8.8 F14H8.8	Caenorhabditis elegans	88	F14H8.8;
B1Q278	B1Q278	unreviewed	B1Q278_CAEEL	Uncharacterized protein	CELE_T26H8.5 T26H8.5	Caenorhabditis elegans	297	T26H8.5;
B1Q285	B1Q285	unreviewed	B1Q285_CAEEL	Uncharacterized protein	CELE_Y26G10.4 Y26G10.4	Caenorhabditis elegans	340	Y26G10.4;
B1V8J7	B1V8J7	unreviewed	B1V8J7_CAEEL	Uncharacterized protein	CELE_Y26D4A.21 Y26D4A.21	Caenorhabditis elegans	157	Y26D4A.21;
B2D6M3	B2D6M3	unreviewed	B2D6M3_CAEEL	Uncharacterized protein	C45B11.8 CELE_C45B11.8	Caenorhabditis elegans	107	C45B11.8;
B2FDA5	B2FDA5	unreviewed	B2FDA5_CAEEL	Uncharacterized protein	CELE_Y75B8A.18 Y75B8A.18	Caenorhabditis elegans	124	Y75B8A.18a;
B2MZC4	B2MZC4	unreviewed	B2MZC4_CAEEL	Uncharacterized protein	CELE_T23G11.11 T23G11.11	Caenorhabditis elegans	55	T23G11.11;
B3GWC2	B3GWC2	unreviewed	B3GWC2_CAEEL	CLaudin-like in Caenorhabditis	clc-9 CELE_T05E11.2 T05E11.2	Caenorhabditis elegans	272	T05E11.2b;
B3WFT6	B3WFT6	unreviewed	B3WFT6_CAEEL	Uncharacterized protein	CELE_F12A10.1 F12A10.1	Caenorhabditis elegans	66	F12A10.1;
B3WFT8	B3WFT8	unreviewed	B3WFT8_CAEEL	AIP3 domain-containing protein	C14F11.4 CELE_C14F11.4	Caenorhabditis elegans	384	C14F11.4a;
B3WFW1	B3WFW1	unreviewed	B3WFW1_CAEEL	Uncharacterized protein	CELE_K04G2.12 K04G2.12	Caenorhabditis elegans	101	K04G2.12;
B3WFW3	B3WFW3	unreviewed	B3WFW3_CAEEL	Uncharacterized protein	CELE_F59C6.16 F59C6.16	Caenorhabditis elegans	56	F59C6.16;
B3WFX2	B3WFX2	unreviewed	B3WFX2_CAEEL	Uncharacterized protein	CELE_F25H5.10 F25H5.10	Caenorhabditis elegans	61	F25H5.10;
B3WFY5	B3WFY5	unreviewed	B3WFY5_CAEEL	Uncharacterized protein	CELE_M04D5.3 M04D5.3	Caenorhabditis elegans	331	M04D5.3;
B6EU63	B6EU63	unreviewed	B6EU63_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-37 C54D10.14 CELE_C54D10.14	Caenorhabditis elegans	734	C54D10.14a;
B6EU64	B6EU64	unreviewed	B6EU64_CAEEL	Protein containing ALS2cr12 (ALS2CR12) signature	pals-39 dct-3 C54D10.7 CELE_C54D10.7	Caenorhabditis elegans	413	C54D10.7;
B6EU69	B6EU69	unreviewed	B6EU69_CAEEL	Uncharacterized protein	CELE_T02D1.9 T02D1.9	Caenorhabditis elegans	91	T02D1.9;
B6VQ63	B6VQ63	unreviewed	B6VQ63_CAEEL	Secreted protein	CELE_F46C3.7 F46C3.7	Caenorhabditis elegans	96	F46C3.7;
B6VQ68	B6VQ68	unreviewed	B6VQ68_CAEEL	MARVEL domain-containing protein	CELE_F47B10.8 F47B10.8	Caenorhabditis elegans	296	F47B10.8b;
B6VQ80	B6VQ80	unreviewed	B6VQ80_CAEEL	Uncharacterized protein	CELE_T21E8.6 T21E8.6	Caenorhabditis elegans	146	T21E8.6;
B6VQ81	B6VQ81	unreviewed	B6VQ81_CAEEL	Uncharacterized protein	CELE_T21E8.7 T21E8.7	Caenorhabditis elegans	219	T21E8.7;
C0HLB3	C0HLB3	reviewed	VATL2_CAEEL	V-type proton ATPase 16 kDa proteolipid subunit c 2 (V-ATPase 16 kDa proteolipid subunit c 2) (Vacuolar proton pump 16 kDa proteolipid subunit c 2)	vha-2 R10E11.2	Caenorhabditis elegans	161	R10E11.2;
C0HLB4	C0HLB4	reviewed	VATL3_CAEEL	V-type proton ATPase 16 kDa proteolipid subunit c 3 (V-ATPase 16 kDa proteolipid subunit c 3) (Vacuolar proton pump 16 kDa proteolipid subunit c 3)	vha-3 Y38F2AL.4	Caenorhabditis elegans	161	Y38F2AL.4;
C0Z1Y2	C0Z1Y2	unreviewed	C0Z1Y2_CAEEL	Uncharacterized protein	CELE_W10D9.6 W10D9.6	Caenorhabditis elegans	178	W10D9.6a;
C0Z1Y7	C0Z1Y7	unreviewed	C0Z1Y7_CAEEL	Yeast SEC homolog	sec-20 CELE_F40G9.1 F40G9.1	Caenorhabditis elegans	234	F40G9.1;
C0Z3L9	C0Z3L9	unreviewed	C0Z3L9_CAEEL	Uncharacterized protein	CELE_Y105C5A.1268 Y105C5A.1268	Caenorhabditis elegans	59	Y105C5A.1268;
C1P645	C1P645	unreviewed	C1P645_CAEEL	Uncharacterized protein	CELE_T12A7.9 T12A7.9	Caenorhabditis elegans	183	T12A7.9;
C1P646	C1P646	unreviewed	C1P646_CAEEL	Uncharacterized protein	C45B11.9 CELE_C45B11.9	Caenorhabditis elegans	72	C45B11.9;
C1P663	C1P663	unreviewed	C1P663_CAEEL	7TM_GPCR_Srx domain-containing protein	CELE_Y26G10.5 Y26G10.5	Caenorhabditis elegans	57	Y26G10.5;
C3JXE0	C3JXE0	unreviewed	C3JXE0_CAEEL	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_M03F8.7 M03F8.7	Caenorhabditis elegans	239	M03F8.7;
C3JXE7	C3JXE7	unreviewed	C3JXE7_CAEEL	RING-type domain-containing protein	CELE_F40G9.19 F40G9.19	Caenorhabditis elegans	122	F40G9.19;
C5VUJ6	C5VUJ6	unreviewed	C5VUJ6_CAEEL	Uncharacterized protein	CELE_Y64G10A.10 Y64G10A.10	Caenorhabditis elegans	96	Y64G10A.10a;
C5VUJ7	C5VUJ7	unreviewed	C5VUJ7_CAEEL	Uncharacterized protein	CELE_Y105C5A.1269 Y105C5A.1269	Caenorhabditis elegans	154	Y105C5A.1269;
C5VUJ8	C5VUJ8	unreviewed	C5VUJ8_CAEEL	Uncharacterized protein	CELE_Y105C5A.1270 Y105C5A.1270	Caenorhabditis elegans	111	Y105C5A.1270;
C5VUK0	C5VUK0	unreviewed	C5VUK0_CAEEL	Uncharacterized protein	CELE_Y116A8C.463 Y116A8C.463	Caenorhabditis elegans	53	Y116A8C.463;
C5VUK1	C5VUK1	unreviewed	C5VUK1_CAEEL	Uncharacterized protein	CELE_Y73F8A.13 Y73F8A.13	Caenorhabditis elegans	185	Y73F8A.13;
C6KRG7	C6KRG7	unreviewed	C6KRG7_CAEEL	Uncharacterized protein	CELE_F57C12.6 F57C12.6	Caenorhabditis elegans	181	F57C12.6;
C6KRJ1	C6KRJ1	unreviewed	C6KRJ1_CAEEL	Uncharacterized protein	C33D9.13 CELE_C33D9.13	Caenorhabditis elegans	388	C33D9.13;
